"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","WASTEMUN","TOT","KG_CAP","A","2015",420.633,
"NOR","WASTEMUN","TOT","KG_CAP","A","2016",751.516,"B"
"NOR","WASTEMUN","TOT","KG_CAP","A","2017",745.651,
"NOR","WASTEMUN","TOT","KG_CAP","A","2018",735.655,
"POL","WASTEMUN","TOT","THND_TONNE","A","1975",6528,
"POL","WASTEMUN","TOT","THND_TONNE","A","1980",10055,
"POL","WASTEMUN","TOT","THND_TONNE","A","1985",11087,
"POL","WASTEMUN","TOT","THND_TONNE","A","1990",11098,
"POL","WASTEMUN","TOT","THND_TONNE","A","1991",10638,
"POL","WASTEMUN","TOT","THND_TONNE","A","1992",10621,
"POL","WASTEMUN","TOT","THND_TONNE","A","1993",10645,
"POL","WASTEMUN","TOT","THND_TONNE","A","1994",11015,
"POL","WASTEMUN","TOT","THND_TONNE","A","1995",10985,
"POL","WASTEMUN","TOT","THND_TONNE","A","1996",11621,
"POL","WASTEMUN","TOT","THND_TONNE","A","1997",12183,
"POL","WASTEMUN","TOT","THND_TONNE","A","1998",11827,
"POL","WASTEMUN","TOT","THND_TONNE","A","1999",12317,
"POL","WASTEMUN","TOT","THND_TONNE","A","2000",12226,
"POL","WASTEMUN","TOT","THND_TONNE","A","2001",11109,
"POL","WASTEMUN","TOT","THND_TONNE","A","2002",10509,
"POL","WASTEMUN","TOT","THND_TONNE","A","2003",9925,
"POL","WASTEMUN","TOT","THND_TONNE","A","2004",9759,
"POL","WASTEMUN","TOT","THND_TONNE","A","2005",12169,
"POL","WASTEMUN","TOT","THND_TONNE","A","2006",12235,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2007",12264,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2008",12194,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2009",12053,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2010",12032,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2011",12129,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2012",12084,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2013",11295,
"POL","WASTEMUN","TOT","THND_TONNE","A","2014",10330,
"POL","WASTEMUN","TOT","THND_TONNE","A","2015",10863,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2016",11654,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2017",11969,"E"
"POL","WASTEMUN","TOT","THND_TONNE","A","2018",12485,
"POL","WASTEMUN","TOT","KG_CAP","A","1975",192.165,
"POL","WASTEMUN","TOT","KG_CAP","A","1980",282.923,
"POL","WASTEMUN","TOT","KG_CAP","A","1985",298.568,
"POL","WASTEMUN","TOT","KG_CAP","A","1990",292.359,
"POL","WASTEMUN","TOT","KG_CAP","A","1991",279.338,
"POL","WASTEMUN","TOT","KG_CAP","A","1992",278.054,
"POL","WASTEMUN","TOT","KG_CAP","A","1993",277.928,
"POL","WASTEMUN","TOT","KG_CAP","A","1994",286.928,
"POL","WASTEMUN","TOT","KG_CAP","A","1995",285.632,
"POL","WASTEMUN","TOT","KG_CAP","A","1996",301.768,
"POL","WASTEMUN","TOT","KG_CAP","A","1997",316.073,
"POL","WASTEMUN","TOT","KG_CAP","A","1998",306.683,
"POL","WASTEMUN","TOT","KG_CAP","A","1999",319.359,
"POL","WASTEMUN","TOT","KG_CAP","A","2000",317.092,
"POL","WASTEMUN","TOT","KG_CAP","A","2001",288.324,
"POL","WASTEMUN","TOT","KG_CAP","A","2002",273.042,
"POL","WASTEMUN","TOT","KG_CAP","A","2003",258.182,
"POL","WASTEMUN","TOT","KG_CAP","A","2004",254.144,
"POL","WASTEMUN","TOT","KG_CAP","A","2005",317.157,
"POL","WASTEMUN","TOT","KG_CAP","A","2006",318.998,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2007",319.764,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2008",317.91,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2009",314.274,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2010",313.907,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2011",316.793,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2012",316.111,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2013",296.006,
"POL","WASTEMUN","TOT","KG_CAP","A","2014",271.192,
"POL","WASTEMUN","TOT","KG_CAP","A","2015",285.612,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2016",306.771,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2017",315.362,"E"
"POL","WASTEMUN","TOT","KG_CAP","A","2018",329.232,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1980",1980,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1990",3000,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1992",3270,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1993",3563,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1994",3800,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1995",3884,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1996",4003,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1997",4080,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1998",4275,
"PRT","WASTEMUN","TOT","THND_TONNE","A","1999",4363.6,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2000",4531.2,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2001",4500.7,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2002",4595.15,"B"
"PRT","WASTEMUN","TOT","THND_TONNE","A","2003",4692.78,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2004",4665.19,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2005",4745.18,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2006",4898.08,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2007",4967.27,"B"
"PRT","WASTEMUN","TOT","THND_TONNE","A","2008",5471.84,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2009",5496.27,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2010",5457.14,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2011",5177.78,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2012",4765.92,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2013",4597.94,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2014",4710.46,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2015",4768.81,"B"
"PRT","WASTEMUN","TOT","THND_TONNE","A","2016",4897.26,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2017",5012.38,
"PRT","WASTEMUN","TOT","THND_TONNE","A","2018",5221.65,
"PRT","WASTEMUN","TOT","KG_CAP","A","1980",201.611,
"PRT","WASTEMUN","TOT","KG_CAP","A","1990",302.54,
"PRT","WASTEMUN","TOT","KG_CAP","A","1992",327.11,
"PRT","WASTEMUN","TOT","KG_CAP","A","1993",354.702,
"PRT","WASTEMUN","TOT","KG_CAP","A","1994",376.561,
"PRT","WASTEMUN","TOT","KG_CAP","A","1995",383.264,
"PRT","WASTEMUN","TOT","KG_CAP","A","1996",393.432,
"PRT","WASTEMUN","TOT","KG_CAP","A","1997",399.45,
"PRT","WASTEMUN","TOT","KG_CAP","A","1998",416.891,
"PRT","WASTEMUN","TOT","KG_CAP","A","1999",423.769,
"PRT","WASTEMUN","TOT","KG_CAP","A","2000",438.159,
"PRT","WASTEMUN","TOT","KG_CAP","A","2001",433.343,
"PRT","WASTEMUN","TOT","KG_CAP","A","2002",440.587,"B"
"PRT","WASTEMUN","TOT","KG_CAP","A","2003",448.173,
"PRT","WASTEMUN","TOT","KG_CAP","A","2004",443.945,
"PRT","WASTEMUN","TOT","KG_CAP","A","2005",450.086,
"PRT","WASTEMUN","TOT","KG_CAP","A","2006",463.257,
"PRT","WASTEMUN","TOT","KG_CAP","A","2007",468.818,"B"
"PRT","WASTEMUN","TOT","KG_CAP","A","2008",516.014,
"PRT","WASTEMUN","TOT","KG_CAP","A","2009",518.709,
"PRT","WASTEMUN","TOT","KG_CAP","A","2010",516.316,
"PRT","WASTEMUN","TOT","KG_CAP","A","2011",491.889,
"PRT","WASTEMUN","TOT","KG_CAP","A","2012",455.066,
"PRT","WASTEMUN","TOT","KG_CAP","A","2013",441.337,
"PRT","WASTEMUN","TOT","KG_CAP","A","2014",454.311,
"PRT","WASTEMUN","TOT","KG_CAP","A","2015",461.846,"B"
"PRT","WASTEMUN","TOT","KG_CAP","A","2016",475.992,
"PRT","WASTEMUN","TOT","KG_CAP","A","2017",488.717,
"PRT","WASTEMUN","TOT","KG_CAP","A","2018",510.616,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1987",1901,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1992",1600,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1993",1600,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1994",1600,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1995",1620,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1996",1685.964,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1997",1775.767,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1998",1739.975,
"SVK","WASTEMUN","TOT","THND_TONNE","A","1999",1731.099,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2000",1706.722,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2002",1449.114,"B"
"SVK","WASTEMUN","TOT","THND_TONNE","A","2003",1511.241,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2004",1400.032,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2005",1467.766,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2006",1523.988,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2007",1579.061,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2008",1685.533,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2009",1654.347,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2010",1719.01,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2011",1678.92,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2012",1656.57,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2013",1644.64,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2014",1732.99,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2015",1784.18,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2016",1889.53,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2017",2057.62,
"SVK","WASTEMUN","TOT","THND_TONNE","A","2018",2254.09,
"SVK","WASTEMUN","TOT","KG_CAP","A","1987",362.507,
"SVK","WASTEMUN","TOT","KG_CAP","A","1992",299.221,
"SVK","WASTEMUN","TOT","KG_CAP","A","1993",298.346,
"SVK","WASTEMUN","TOT","KG_CAP","A","1994",297.648,
"SVK","WASTEMUN","TOT","KG_CAP","A","1995",300.847,
"SVK","WASTEMUN","TOT","KG_CAP","A","1996",312.725,
"SVK","WASTEMUN","TOT","KG_CAP","A","1997",329.135,
"SVK","WASTEMUN","TOT","KG_CAP","A","1998",322.354,
"SVK","WASTEMUN","TOT","KG_CAP","A","1999",320.621,
"SVK","WASTEMUN","TOT","KG_CAP","A","2000",316.06,
"SVK","WASTEMUN","TOT","KG_CAP","A","2002",268.363,"B"
"SVK","WASTEMUN","TOT","KG_CAP","A","2003",279.892,
"SVK","WASTEMUN","TOT","KG_CAP","A","2004",259.315,
"SVK","WASTEMUN","TOT","KG_CAP","A","2005",271.875,
"SVK","WASTEMUN","TOT","KG_CAP","A","2006",282.288,
"SVK","WASTEMUN","TOT","KG_CAP","A","2007",292.453,
"SVK","WASTEMUN","TOT","KG_CAP","A","2008",312.069,
"SVK","WASTEMUN","TOT","KG_CAP","A","2009",306.117,
"SVK","WASTEMUN","TOT","KG_CAP","A","2010",317.809,
"SVK","WASTEMUN","TOT","KG_CAP","A","2011",310.056,
"SVK","WASTEMUN","TOT","KG_CAP","A","2012",305.543,
"SVK","WASTEMUN","TOT","KG_CAP","A","2013",302.947,
"SVK","WASTEMUN","TOT","KG_CAP","A","2014",318.822,
"SVK","WASTEMUN","TOT","KG_CAP","A","2015",327.854,
"SVK","WASTEMUN","TOT","KG_CAP","A","2016",346.836,
"SVK","WASTEMUN","TOT","KG_CAP","A","2017",377.336,
"SVK","WASTEMUN","TOT","KG_CAP","A","2018",413.063,
"ESP","WASTEMUN","TOT","THND_TONNE","A","1995",20076,
"ESP","WASTEMUN","TOT","THND_TONNE","A","1996",21125.2,
"ESP","WASTEMUN","TOT","THND_TONNE","A","1997",22174.4,
"ESP","WASTEMUN","TOT","THND_TONNE","A","1998",22423,
"ESP","WASTEMUN","TOT","THND_TONNE","A","1999",24470,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2000",26505,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2001",26616,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2002",26404,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2003",27270,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2004",25746,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2005",25683,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2006",26209.19,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2007",26153.99,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2008",25316.94,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2009",25107.98,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2010",23774.42,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2011",22672.41,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2012",21896.34,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2013",21184.2,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2014",20836.4,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2015",21157.8,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2016",21541.8,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2017",22017.9,
"ESP","WASTEMUN","TOT","THND_TONNE","A","2018",22221.9,"E"
"ESP","WASTEMUN","TOT","KG_CAP","A","1995",504.582,
"ESP","WASTEMUN","TOT","KG_CAP","A","1996",529.335,
"ESP","WASTEMUN","TOT","KG_CAP","A","1997",553.871,
"ESP","WASTEMUN","TOT","KG_CAP","A","1998",557.764,
"ESP","WASTEMUN","TOT","KG_CAP","A","1999",604.878,
"ESP","WASTEMUN","TOT","KG_CAP","A","2000",649.238,
"ESP","WASTEMUN","TOT","KG_CAP","A","2001",644.152,
"ESP","WASTEMUN","TOT","KG_CAP","A","2002",629.873,
"ESP","WASTEMUN","TOT","KG_CAP","A","2003",640.194,
"ESP","WASTEMUN","TOT","KG_CAP","A","2004",594.481,
"ESP","WASTEMUN","TOT","KG_CAP","A","2005",583.451,
"ESP","WASTEMUN","TOT","KG_CAP","A","2006",585.961,
"ESP","WASTEMUN","TOT","KG_CAP","A","2007",575.71,
"ESP","WASTEMUN","TOT","KG_CAP","A","2008",549.546,
"ESP","WASTEMUN","TOT","KG_CAP","A","2009",538.988,
"ESP","WASTEMUN","TOT","KG_CAP","A","2010",506.582,
"ESP","WASTEMUN","TOT","KG_CAP","A","2011",481.529,
"ESP","WASTEMUN","TOT","KG_CAP","A","2012",465.255,
"ESP","WASTEMUN","TOT","KG_CAP","A","2013",451.395,
"ESP","WASTEMUN","TOT","KG_CAP","A","2014",445.432,
"ESP","WASTEMUN","TOT","KG_CAP","A","2015",453.33,
"ESP","WASTEMUN","TOT","KG_CAP","A","2016",461.932,
"ESP","WASTEMUN","TOT","KG_CAP","A","2017",472.007,
"ESP","WASTEMUN","TOT","KG_CAP","A","2018",475.916,"E"
"SWE","WASTEMUN","TOT","THND_TONNE","A","1975",2400,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1980",2510,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1985",2650,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1990",3200,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1994",3507,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1995",3405,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1996",3458,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1997",3678,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1998",3869,
"SWE","WASTEMUN","TOT","THND_TONNE","A","1999",3794,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2000",3793,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2001",3907.2,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2002",4149,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2003",4155.6,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2004",4142.88,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2005",4320.73,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2006",4461.26,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2007",4459.95,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2008",4475.97,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2009",4390.48,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2010",4140.11,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2011",4277.87,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2012",4323.52,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2013",4371.47,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2014",4294.87,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2015",4421.57,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2016",4439.4,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2017",4550.93,
"SWE","WASTEMUN","TOT","THND_TONNE","A","2018",4415.56,
"SWE","WASTEMUN","TOT","KG_CAP","A","1975",291.855,
"SWE","WASTEMUN","TOT","KG_CAP","A","1980",301.484,
"SWE","WASTEMUN","TOT","KG_CAP","A","1985",316.041,
"SWE","WASTEMUN","TOT","KG_CAP","A","1990",371.009,
"SWE","WASTEMUN","TOT","KG_CAP","A","1994",396.88,
"SWE","WASTEMUN","TOT","KG_CAP","A","1995",384.347,
"SWE","WASTEMUN","TOT","KG_CAP","A","1996",389.904,
"SWE","WASTEMUN","TOT","KG_CAP","A","1997",414.617,
"SWE","WASTEMUN","TOT","KG_CAP","A","1998",436.037,
"SWE","WASTEMUN","TOT","KG_CAP","A","1999",427.173,
"SWE","WASTEMUN","TOT","KG_CAP","A","2000",426.285,
"SWE","WASTEMUN","TOT","KG_CAP","A","2001",437.992,
"SWE","WASTEMUN","TOT","KG_CAP","A","2002",463.501,
"SWE","WASTEMUN","TOT","KG_CAP","A","2003",462.615,
"SWE","WASTEMUN","TOT","KG_CAP","A","2004",458.353,
"SWE","WASTEMUN","TOT","KG_CAP","A","2005",475.006,
"SWE","WASTEMUN","TOT","KG_CAP","A","2006",486.881,
"SWE","WASTEMUN","TOT","KG_CAP","A","2007",482.865,
"SWE","WASTEMUN","TOT","KG_CAP","A","2008",480.611,
"SWE","WASTEMUN","TOT","KG_CAP","A","2009",467.561,
"SWE","WASTEMUN","TOT","KG_CAP","A","2010",437.334,
"SWE","WASTEMUN","TOT","KG_CAP","A","2011",448.282,
"SWE","WASTEMUN","TOT","KG_CAP","A","2012",449.523,
"SWE","WASTEMUN","TOT","KG_CAP","A","2013",451.033,
"SWE","WASTEMUN","TOT","KG_CAP","A","2014",439.825,
"SWE","WASTEMUN","TOT","KG_CAP","A","2015",449.529,
"SWE","WASTEMUN","TOT","KG_CAP","A","2016",448.203,
"SWE","WASTEMUN","TOT","KG_CAP","A","2017",456.387,
"SWE","WASTEMUN","TOT","KG_CAP","A","2018",439.955,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1980",2832,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1985",3408,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1986",3569.1,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1987",3715,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1988",3891.1,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1989",4062.4,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1990",4101,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1991",4131.2,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1992",4096.7,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1993",4140.2,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1994",4161.5,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1995",4240,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1996",4280,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1997",4294.4,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1998",4369.4,
"CHE","WASTEMUN","TOT","THND_TONNE","A","1999",4555.2,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2000",4731,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2001",4794,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2002",4936,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2003",4916,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2004",4900,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2005",4940,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2006",5330,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2007",5465,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2008",5653,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2009",5461,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2010",5565,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2011",5478,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2012",5576,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2013",5708,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2014",6006,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2015",6030,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2016",6056,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2017",5992,
"CHE","WASTEMUN","TOT","THND_TONNE","A","2018",6012,
"CHE","WASTEMUN","TOT","KG_CAP","A","1980",450.68,
"CHE","WASTEMUN","TOT","KG_CAP","A","1985",529.569,
"CHE","WASTEMUN","TOT","KG_CAP","A","1986",551.379,
"CHE","WASTEMUN","TOT","KG_CAP","A","1987",570.608,
"CHE","WASTEMUN","TOT","KG_CAP","A","1988",593.995,
"CHE","WASTEMUN","TOT","KG_CAP","A","1989",615.761,
"CHE","WASTEMUN","TOT","KG_CAP","A","1990",616.426,
"CHE","WASTEMUN","TOT","KG_CAP","A","1991",614.869,
"CHE","WASTEMUN","TOT","KG_CAP","A","1992",603.085,
"CHE","WASTEMUN","TOT","KG_CAP","A","1993",602.743,
"CHE","WASTEMUN","TOT","KG_CAP","A","1994",599.777,
"CHE","WASTEMUN","TOT","KG_CAP","A","1995",606.102,
"CHE","WASTEMUN","TOT","KG_CAP","A","1996",608.124,
"CHE","WASTEMUN","TOT","KG_CAP","A","1997",607.54,
"CHE","WASTEMUN","TOT","KG_CAP","A","1998",616.123,
"CHE","WASTEMUN","TOT","KG_CAP","A","1999",640.222,
"CHE","WASTEMUN","TOT","KG_CAP","A","2000",662.256,
"CHE","WASTEMUN","TOT","KG_CAP","A","2001",667.765,
"CHE","WASTEMUN","TOT","KG_CAP","A","2002",683.621,
"CHE","WASTEMUN","TOT","KG_CAP","A","2003",676.356,
"CHE","WASTEMUN","TOT","KG_CAP","A","2004",669.057,
"CHE","WASTEMUN","TOT","KG_CAP","A","2005",668.759,
"CHE","WASTEMUN","TOT","KG_CAP","A","2006",714.673,
"CHE","WASTEMUN","TOT","KG_CAP","A","2007",725.091,
"CHE","WASTEMUN","TOT","KG_CAP","A","2008",741.589,
"CHE","WASTEMUN","TOT","KG_CAP","A","2009",707.943,
"CHE","WASTEMUN","TOT","KG_CAP","A","2010",712.669,
"CHE","WASTEMUN","TOT","KG_CAP","A","2011",692.805,
"CHE","WASTEMUN","TOT","KG_CAP","A","2012",696.303,
"CHE","WASTEMUN","TOT","KG_CAP","A","2013",703.92,
"CHE","WASTEMUN","TOT","KG_CAP","A","2014",731.903,
"CHE","WASTEMUN","TOT","KG_CAP","A","2015",726.788,
"CHE","WASTEMUN","TOT","KG_CAP","A","2016",722.68,
"CHE","WASTEMUN","TOT","KG_CAP","A","2017",708.626,
"CHE","WASTEMUN","TOT","KG_CAP","A","2018",705.169,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1975",10000,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1980",12000,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1985",18000,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1989",19500,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1991",22315,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1994",23448,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1995",27234.13,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1996",29347.98,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1997",31943.77,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1998",32972.89,
"TUR","WASTEMUN","TOT","THND_TONNE","A","1999",30470.03,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2000",30617,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2001",31030.87,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2002",30999.26,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2003",31081.37,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2004",29736.19,"B"
"TUR","WASTEMUN","TOT","THND_TONNE","A","2005",31351.87,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2006",30081.82,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2007",30365.59,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2008",28454,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2009",30196,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2010",29733,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2011",30862,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2012",30786,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2013",30920,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2014",31230,"E"
"TUR","WASTEMUN","TOT","THND_TONNE","A","2015",31283,"E"
"TUR","WASTEMUN","TOT","THND_TONNE","A","2016",33763,
"TUR","WASTEMUN","TOT","THND_TONNE","A","2017",34173,"E"
"TUR","WASTEMUN","TOT","THND_TONNE","A","2018",34533,"E"
"TUR","WASTEMUN","TOT","KG_CAP","A","1975",248.821,
"TUR","WASTEMUN","TOT","KG_CAP","A","1980",266.735,
"TUR","WASTEMUN","TOT","KG_CAP","A","1985",359.077,
"TUR","WASTEMUN","TOT","KG_CAP","A","1989",361.635,
"TUR","WASTEMUN","TOT","KG_CAP","A","1991",400.277,
"TUR","WASTEMUN","TOT","KG_CAP","A","1994",400.913,
"TUR","WASTEMUN","TOT","KG_CAP","A","1995",458.307,
"TUR","WASTEMUN","TOT","KG_CAP","A","1996",486.115,
"TUR","WASTEMUN","TOT","KG_CAP","A","1997",520.853,
"TUR","WASTEMUN","TOT","KG_CAP","A","1998",529.367,
"TUR","WASTEMUN","TOT","KG_CAP","A","1999",481.814,
"TUR","WASTEMUN","TOT","KG_CAP","A","2000",476.958,
"TUR","WASTEMUN","TOT","KG_CAP","A","2001",476.333,
"TUR","WASTEMUN","TOT","KG_CAP","A","2002",469.05,
"TUR","WASTEMUN","TOT","KG_CAP","A","2003",463.825,
"TUR","WASTEMUN","TOT","KG_CAP","A","2004",437.919,"B"
"TUR","WASTEMUN","TOT","KG_CAP","A","2005",455.982,
