"iso","treecover_loss__ha","treecover_loss__year"
"AFG",201.444958543277,2004
"AGO",71273.8769082297,2004
"AIA",8.85399590507871,2004
"ALA",735.849796016955,2004
"ALB",3236.5955395178,2004
"AND",22.5893744865804,2004
"ARG",433429.68966921,2004
"ARM",83.2047439481742,2004
"ATG",25.4632597464112,2004
"AUS",124768.957138036,2004
"AUT",14599.4047673176,2004
"AZE",584.955793002335,2004
"BDI",613.878833291248,2004
"BEL",4793.34065076009,2004
"BEN",683.607611643211,2004
"BES",0.297395552342669,2004
"BFA",8.6050909636591,2004
"BGD",4282.53972595424,2004
"BGR",8170.466306713,2004
"BHS",588.099371463943,2004
"BIH",4121.8200110694,2004
"BLM",0.146597991705721,2004
"BLR",38596.6830142041,2004
"BLZ",4312.25967370126,2004
"BMU",0.652759235881076,2004
"BOL",203251.484079904,2004
"BRA",3848770.78970877,2004
"BRB",8.31953771087038,2004
"BRN",1197.13619643969,2004
"BTN",1013.17780377739,2004
"BWA",50.6577650074677,2004
"CAF",14588.8972811814,2004
"CAN",2706458.87164358,2004
"CHE",3829.65912219604,2004
"CHL",85728.7824275223,2004
"CHN",501543.796072765,2004
"CIV",48048.3372228245,2004
"CMR",23003.2979267129,2004
"COD",400044.273963768,2004
"COG",13832.8500599053,2004
"COL",253840.008727192,2004
"COM",40.3838380461143,2004
"CPV",0.595131590444845,2004
"CRI",9767.04973583676,2004
"CUB",21973.727473257,2004
"CUW",0.601840548430977,2004
"CYM",47.1030762372518,2004
"CYP",87.5556410115487,2004
"CZE",13453.6908565861,2004
"DEU",44939.9818032904,2004
"DMA",79.3551313441163,2004
"DNK",2413.81285344687,2004
"DOM",19387.9413515586,2004
"DZA",4374.15938832618,2004
"ECU",37249.8638874547,2004
"EGY",101.449239526566,2004
"ESP",67273.875617489,2004
"EST",18106.2207010328,2004
"ETH",13396.2621576302,2004
"FIN",146602.346186655,2004
"FJI",2079.81368388932,2004
"FRA",76134.3445617968,2004
"GAB",9981.65561437639,2004
"GBR",24846.812633895,2004
"GEO",1967.062714769,2004
"GGY",0.100761848752164,2004
"GHA",17625.2405063616,2004
"GIN",17158.3261013649,2004
"GLP",191.170012509647,2004
"GMB",63.0847225028509,2004
"GNB",3539.10215974911,2004
"GNQ",421.430772130913,2004
"GRC",6813.69061732375,2004
"GRD",631.017574153796,2004
"GTM",56448.6091820199,2004
"GUF",4805.02546736685,2004
"GUY",4062.3670095154,2004
"HKG",18.888907243491,2004
"HND",26455.0710643815,2004
"HRV",6727.12796009455,2004
"HTI",2382.72800984618,2004
"HUN",12008.5091346941,2004
"IDN",1289042.65705547,2004
"IMN",8.5789168203118,2004
"IND",74129.1998269238,2004
"IRL",6865.77298899342,2004
"IRN",276.002825830243,2004
"IRQ",4.42148586322899,2004
"ISR",67.6917819701823,2004
"ITA",17224.8773447332,2004
"JAM",3901.15252471188,2004
"JEY",1.16448675473518,2004
"JOR",2.28514883861098,2004
"JPN",37312.5350354424,2004
"KAZ",5513.10185027931,2004
"KEN",16988.3282957598,2004
"KGZ",192.268986024531,2004
"KHM",79250.9074128801,2004
"KNA",25.076339402624,2004
"KOR",11406.2347424394,2004
"LAO",64248.4765588381,2004
"LBN",109.279876552933,2004
"LBR",6233.55971935386,2004
"LBY",10.2631637564366,2004
"LCA",40.203016193295,2004
"LIE",9.43085821525171,2004
"LKA",5599.44779294966,2004
"LSO",4.37754876345256,2004
"LTU",13100.9670282955,2004
"LUX",311.491342377496,2004
"LVA",30638.906536497,2004
"MAF",1.6110697183582,2004
"MAR",1440.57772089698,2004
"MDA",264.0361808855,2004
"MDG",81845.25203282,2004
"MDV",2.37201047339403,2004
"MEX",169841.450323705,2004
"MKD",2200.45235027329,2004
"MLI",153.31263434446,2004
"MLT",2.50405027898012,2004
"MMR",102186.323585085,2004
"MNE",915.328613744644,2004
"MNG",53302.9735911511,2004
"MOZ",107725.699396013,2004
"MRT",0.0737074067632337,2004
"MSR",7.6700828187531,2004
"MTQ",166.994368108466,2004
"MUS",328.827776106728,2004
"MWI",5712.45087212405,2004
"MYS",351801.540485659,2004
"MYT",5.10481380873842,2004
"NAM",61.4632070023009,2004
"NCL",1510.2029931901,2004
"NER",0.0751773482817883,2004
"NGA",14643.947951798,2004
"NIC",21064.7524383255,2004
"NLD",1297.31220682614,2004
"NOR",33742.0711185995,2004
"NPL",2479.58915154473,2004
"NZL",60680.5074349339,2004
"PAK",1168.05621683522,2004
"PAN",16835.9928746144,2004
"PER",101320.468807318,2004
"PHL",48579.0624270963,2004
"PLW",29.8297090500382,2004
"PNG",58329.433311453,2004
"POL",41873.8397485958,2004
"PRI",1323.6843315096,2004
"PRK",11358.5669351983,2004
"PRT",55314.5576732433,2004
"PRY",247347.943000505,2004
"PSE",1.18041810697165,2004
"ROU",18859.0077179728,2004
"RUS",3521017.87942709,2004
"RWA",1121.68713196349,2004
"SDN",13.2068280500341,2004
"SEN",128.046959283822,2004
"SGP",34.9939302367658,2004
"SLB",3543.18022522374,2004
"SLE",4019.83949066274,2004
"SLV",4554.93620821003,2004
"SMR",0.613287081048142,2004
"SOM",215.011191360669,2004
"SRB",2637.80435847941,2004
"SSD",10442.5061847665,2004
"SUR",5423.31178605486,2004
"SVK",4624.86247371723,2004
"SVN",1271.78749734881,2004
"SWE",271564.166075626,2004
"SWZ",5363.85196181159,2004
"SXM",1.09857178906027,2004
"SYR",107.022345334351,2004
"TCA",10.4445482224752,2004
"TCD",456.728612717391,2004
"TGO",2761.03816429824,2004
"THA",91835.2943375644,2004
"TJK",20.0046512334854,2004
"TKM",28.8497196005662,2004
"TLS",2061.91076731982,2004
"TTO",734.050423632721,2004
"TUN",318.565345826481,2004
"TUR",28978.0472601982,2004
"TWN",1858.34382744383,2004
"TZA",66892.5873775438,2004
"UGA",18076.7596968366,2004
"UKR",49493.0967932196,2004
"URY",15126.3259756191,2004
"USA",2746257.28817865,2004
"UZB",48.6563914734071,2004
"VCT",21.2832765451132,2004
"VEN",90986.8566645667,2004
"VGB",2.6309563865515,2004
"VIR",33.2749240298039,2004
"VNM",73880.8815363543,2004
"VUT",377.560462449464,2004
"XAD",1.58935323503246,2004
"XCA",16.4444947824282,2004
"XKO",572.839652030245,2004
"XNC",15.4524238042756,2004
"ZAF",72602.0135841681,2004
"ZMB",28487.5490604162,2004
"ZWE",8421.51529499278,2004
