"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",1951,25
"ALBANIA",1951,110
"ALGERIA",1951,1128
"ANGOLA",1951,68
"ARGENTINA",1951,9544
"AUSTRALIA",1951,16112
"AUSTRIA",1951,6351
"BAHAMAS",1951,18
"BAHRAIN",1951,321
"BARBADOS",1951,30
"BELGIUM",1951,24418
"BELIZE",1951,7
"BERMUDA",1951,16
"BRAZIL",1951,5913
"BRUNEI (DARUSSALAM)",1951,82
"BULGARIA",1951,2229
"CANADA",1951,44402
"CAPE VERDE",1951,21
"CHILE",1951,2725
"CHINA (MAINLAND)",1951,27763
"COLOMBIA",1951,2229
"COSTA RICA",1951,85
"CUBA",1951,1766
"CYPRUS",1951,77
"CZECHOSLOVAKIA",1951,22219
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",1951,272
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",1951,477
"DENMARK",1951,5984
"DJIBOUTI",1951,7
"DOMINICA",1951,1
"DOMINICAN REPUBLIC",1951,98
"EAST & WEST PAKISTAN",1951,2140
"ECUADOR",1951,192
"EGYPT",1951,2883
"EL SALVADOR",1951,88
"EQUATORIAL GUINEA",1951,3
"ETHIOPIA",1951,17
"FAEROE ISLANDS",1951,11
"FALKLAND ISLANDS (MALVINAS)",1951,97
"FEDERAL REPUBLIC OF GERMANY",1951,108587
"FEDERATION OF MALAYA-SINGAPORE",1951,2098
"FIJI",1951,36
"FINLAND",1951,2178
"FORMER DEMOCRATIC YEMEN",1951,4
"FORMER GERMAN DEMOCRATIC REPUBLIC",1951,48870
"FORMER PANAMA CANAL ZONE",1951,54
"FORMER YEMEN",1951,7
"FRANCE (INCLUDING MONACO)",1951,62435
"FRENCH EQUATORIAL AFRICA",1951,64
"FRENCH GUIANA",1951,3
"FRENCH INDO-CHINA",1951,351
"FRENCH WEST AFRICA",1951,296
"GAMBIA",1951,4
"GHANA",1951,239
"GIBRALTAR",1951,28
"GREECE",1951,1249
"GREENLAND",1951,27
"GRENADA",1951,3
"GUADELOUPE",1951,18
"GUATEMALA",1951,174
"GUINEA BISSAU",1951,1
"GUYANA",1951,78
"HAITI",1951,36
"HONDURAS",1951,95
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1951,425
"HUNGARY",1951,6056
"ICELAND",1951,176
"INDIA",1951,19029
"INDONESIA",1951,2563
"IRAQ",1951,663
"IRELAND",1951,2868
"ISLAMIC REPUBLIC OF IRAN",1951,1887
"ISRAEL",1951,797
"ITALY (INCLUDING SAN MARINO)",1951,13331
"JAMAICA",1951,142
"JAPAN",1951,33702
"JORDAN",1951,44
"KENYA",1951,380
"KUWAIT",1951,32
"LEBANON",1951,398
"LEEWARD ISLANDS",1951,8
"LIBERIA",1951,12
"LIBYAN ARAB JAMAHIRIYAH",1951,46
"LUXEMBOURG",1951,2459
"MADAGASCAR",1951,67
"MALTA",1951,70
"MARTINIQUE",1951,22
"MAURITIUS",1951,38
"MEXICO",1951,9524
"MONGOLIA",1951,80
"MOROCCO",1951,799
"MOZAMBIQUE",1951,254
"MYANMAR (FORMERLY BURMA)",1951,250
"NEPAL",1951,8
"NETHERLAND ANTILLES AND ARUBA",1951,3159
"NETHERLANDS",1951,15003
"NEW CALEDONIA",1951,77
"NEW ZEALAND",1951,2230
"NICARAGUA",1951,55
"NIGERIA",1951,460
"NORWAY",1951,2587
"PANAMA",1951,151
"PAPUA NEW GUINEA",1951,17
"PARAGUAY",1951,13
"PERU",1951,1303
"PHILIPPINES",1951,970
"PLURINATIONAL STATE OF BOLIVIA",1951,126
"POLAND",1951,33336
"PORTUGAL",1951,1473
"QATAR",1951,106
"REPUBLIC OF CAMEROON",1951,50
"REPUBLIC OF KOREA",1951,798
"REUNION",1951,8
"RHODESIA-NYASALAND",1951,1729
"ROMANIA",1951,6143
"RWANDA-URUNDI",1951,7
"SABAH",1951,10
"SAINT LUCIA",1951,3
"SAMOA",1951,1
"SAO TOME & PRINCIPE",1951,1
"SARAWAK",1951,88
"SAUDI ARABIA",1951,-95
"SIERRA LEONE",1951,26
"SOMALIA",1951,13
"SOUTH AFRICA",1951,17781
"SPAIN",1951,9041
"SRI LANKA",1951,422
"ST. PIERRE & MIQUELON",1951,6
"ST. VINCENT & THE GRENADINES",1951,1
"SUDAN",1951,197
"SURINAME",1951,64
"SWAZILAND",1951,1
"SWEDEN",1951,9128
"SWITZERLAND",1951,3358
"SYRIAN ARAB REPUBLIC",1951,104
"TAIWAN",1951,1340
"TANGANYIKA",1951,115
"THAILAND",1951,298
"TOGO",1951,7
"TONGA",1951,2
"TRINIDAD AND TOBAGO",1951,686
"TUNISIA",1951,376
"TURKEY",1951,2780
"UGANDA",1951,38
"UNITED KINGDOM",1951,148700
"UNITED STATES OF AMERICA",1951,712983
"URUGUAY",1951,716
"USSR",1951,200844
"VENEZUELA",1951,12932
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1951,4575
"ZANZIBAR",1951,7
