"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",1992,380
"ALBANIA",1992,686
"ALGERIA",1992,21854
"ANDORRA",1992,111
"ANGOLA",1992,1417
"ANGUILLA",1992,15
"ANTARCTIC FISHERIES",1992,4
"ANTIGUA & BARBUDA",1992,72
"ARGENTINA",1992,33093
"ARMENIA",1992,1589
"ARUBA",1992,399
"AUSTRALIA",1992,73080
"AUSTRIA",1992,15451
"AZERBAIJAN",1992,15337
"BAHAMAS",1992,489
"BAHRAIN",1992,2973
"BANGLADESH",1992,4840
"BARBADOS",1992,267
"BELARUS",1992,23839
"BELGIUM",1992,30534
"BELIZE",1992,97
"BENIN",1992,245
"BERMUDA",1992,126
"BHUTAN",1992,59
"BOSNIA & HERZEGOVINA",1992,4105
"BOTSWANA",1992,758
"BRAZIL",1992,60187
"BRITISH VIRGIN ISLANDS",1992,19
"BRUNEI (DARUSSALAM)",1992,1422
"BULGARIA",1992,14782
"BURKINA FASO",1992,172
"BURUNDI",1992,59
"CAMBODIA",1992,368
"CANADA",1992,120256
"CAPE VERDE",1992,29
"CAYMAN ISLANDS",1992,85
"CENTRAL AFRICAN REPUBLIC",1992,59
"CHAD",1992,23
"CHILE",1992,8856
"CHINA (MAINLAND)",1992,733694
"COLOMBIA",1992,16921
"COMOROS",1992,18
"CONGO",1992,349
"COOK ISLANDS",1992,10
"COSTA RICA",1992,1034
"COTE D IVOIRE",1992,1118
"CROATIA",1992,4477
"CUBA",1992,8534
"CYPRUS",1992,1413
"CZECH REPUBLIC",1992,37681
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",1992,28527
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",1992,768
"DENMARK",1992,14814
"DJIBOUTI",1992,85
"DOMINICA",1992,16
"DOMINICAN REPUBLIC",1992,2979
"ECUADOR",1992,6076
"EGYPT",1992,22161
"EL SALVADOR",1992,905
"EQUATORIAL GUINEA",1992,43
"ESTONIA",1992,6512
"ETHIOPIA",1992,809
"FAEROE ISLANDS",1992,177
"FALKLAND ISLANDS (MALVINAS)",1992,11
"FEDERATED STATES OF MICRONESIA",1992,27
"FIJI",1992,204
"FINLAND",1992,12946
"FRANCE (INCLUDING MONACO)",1992,99780
"FRENCH GUIANA",1992,192
"FRENCH POLYNESIA",1992,113
"GABON",1992,1345
"GAMBIA",1992,49
"GEORGIA",1992,4182
"GERMANY",1992,243244
"GHANA",1992,1086
"GIBRALTAR",1992,64
