"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",2010,2308
"ALBANIA",2010,1254
"ALGERIA",2010,32500
"ANDORRA",2010,141
"ANGOLA",2010,7924
"ANGUILLA",2010,41
"ANTIGUA & BARBUDA",2010,143
"ARGENTINA",2010,51246
"ARMENIA",2010,1150
"ARUBA",2010,684
"AUSTRALIA",2010,106589
"AUSTRIA",2010,18408
"AZERBAIJAN",2010,8366
"BAHAMAS",2010,451
"BAHRAIN",2010,7981
"BANGLADESH",2010,16345
"BARBADOS",2010,403
"BELARUS",2010,17192
"BELGIUM",2010,30222
"BELIZE",2010,147
"BENIN",2010,1388
"BERMUDA",2010,166
"BHUTAN",2010,133
"BOSNIA & HERZEGOVINA",2010,5802
"BOTSWANA",2010,1278
"BRAZIL",2010,114468
"BRITISH VIRGIN ISLANDS",2010,47
"BRUNEI (DARUSSALAM)",2010,2237
"BULGARIA",2010,12030
"BURKINA FASO",2010,535
"BURUNDI",2010,58
"CAMBODIA",2010,1367
"CANADA",2010,145806
"CAPE VERDE",2010,152
"CAYMAN ISLANDS",2010,152
"CENTRAL AFRICAN REPUBLIC",2010,72
"CHAD",2010,141
"CHILE",2010,19703
"CHINA (MAINLAND)",2010,2393248
"COLOMBIA",2010,20773
"COMOROS",2010,44
"CONGO",2010,540
"COOK ISLANDS",2010,19
"COSTA RICA",2010,2064
"COTE D IVOIRE",2010,1900
"CROATIA",2010,5501
"CUBA",2010,10465
"CYPRUS",2010,2102
"CZECH REPUBLIC",2010,30428
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",2010,18122
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",2010,551
"DENMARK",2010,12719
"DJIBOUTI",2010,141
"DOMINICA",2010,38
"DOMINICAN REPUBLIC",2010,5733
"ECUADOR",2010,9943
"EGYPT",2010,55281
"EL SALVADOR",2010,1761
"EQUATORIAL GUINEA",2010,1276
"ERITREA",2010,140
"ESTONIA",2010,4938
"ETHIOPIA",2010,1796
"FAEROE ISLANDS",2010,172
"FALKLAND ISLANDS (MALVINAS)",2010,15
"FEDERATED STATES OF MICRONESIA",2010,31
"FIJI",2010,333
"FINLAND",2010,16930
"FRANCE (INCLUDING MONACO)",2010,96273
"FRENCH GUIANA",2010,174
"FRENCH POLYNESIA",2010,234
"GABON",2010,1312
"GAMBIA",2010,118
"GEORGIA",2010,1722
"GERMANY",2010,206943
"GHANA",2010,2715
"GIBRALTAR",2010,127
"GREECE",2010,22868
"GREENLAND",2010,181
"GRENADA",2010,71
"GUADELOUPE",2010,627
"GUATEMALA",2010,3181
"GUINEA",2010,710
"GUINEA BISSAU",2010,65
"GUYANA",2010,469
"HAITI",2010,580
"HONDURAS",2010,2175
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2010,11093
"HUNGARY",2010,13696
"ICELAND",2010,535
"INDIA",2010,468964
"INDONESIA",2010,116924
"IRAQ",2010,30596
"IRELAND",2010,10923
"ISLAMIC REPUBLIC OF IRAN",2010,156267
"ISRAEL",2010,18784
"ITALY (INCLUDING SAN MARINO)",2010,110543
"JAMAICA",2010,1990
"JAPAN",2010,319505
"JORDAN",2010,5776
"KAZAKHSTAN",2010,67780
"KENYA",2010,3320
"KIRIBATI",2010,17
"KUWAIT",2010,24441
"KYRGYZSTAN",2010,1741
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2010,447
"LATVIA",2010,2202
"LEBANON",2010,5467
"LESOTHO",2010,621
"LIBERIA",2010,216
"LIBYAN ARAB JAMAHIRIYAH",2010,16897
"LIECHTENSTEIN",2010,15
"LITHUANIA",2010,3673
"LUXEMBOURG",2010,2991
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2010,384
"MACEDONIA",2010,2346
"MADAGASCAR",2010,534
"MALAWI",2010,312
"MALAYSIA",2010,59579
"MALDIVES",2010,255
"MALI",2010,263
"MALTA",2010,698
"MARSHALL ISLANDS",2010,28
"MARTINIQUE",2010,548
"MAURITANIA",2010,610
"MAURITIUS",2010,1068
"MEXICO",2010,126618
"MONGOLIA",2010,3769
"MONTENEGRO",2010,704
"MONTSERRAT",2010,18
"MOROCCO",2010,15260
"MOZAMBIQUE",2010,746
"MYANMAR (FORMERLY BURMA)",2010,3413
"NAMIBIA",2010,846
"NAURU",2010,12
"NEPAL",2010,1379
"NETHERLAND ANTILLES",2010,1244
"NETHERLANDS",2010,49919
"NEW CALEDONIA",2010,966
"NEW ZEALAND",2010,8667
"NICARAGUA",2010,1237
"NIGER",2010,320
"NIGERIA",2010,24957
"NIUE",2010,1
"NORWAY",2010,16391
"OCCUPIED PALESTINIAN TERRITORY",2010,555
"OMAN",2010,12931
"PAKISTAN",2010,44013
"PALAU",2010,69
"PANAMA",2010,2499
"PAPUA NEW GUINEA",2010,1299
"PARAGUAY",2010,1390
"PERU",2010,15706
"PHILIPPINES",2010,23144
"PLURINATIONAL STATE OF BOLIVIA",2010,4146
"POLAND",2010,86246
"PORTUGAL",2010,13127
"QATAR",2010,19773
"REPUBLIC OF CAMEROON",2010,1849
"REPUBLIC OF KOREA",2010,154545
"REPUBLIC OF MOLDOVA",2010,1345
"REUNION",2010,1137
"ROMANIA",2010,21656
"RUSSIAN FEDERATION",2010,455558
"RWANDA",2010,161
"SAINT HELENA",2010,3
"SAINT LUCIA",2010,110
"SAMOA",2010,51
"SAO TOME & PRINCIPE",2010,27
"SAUDI ARABIA",2010,141394
"SENEGAL",2010,2112
"SERBIA",2010,12532
"SEYCHELLES",2010,121
"SIERRA LEONE",2010,198
"SINGAPORE",2010,15174
"SLOVAKIA",2010,9883
"SLOVENIA",2010,4182
"SOLOMON ISLANDS",2010,54
"SOMALIA",2010,167
"SOUTH AFRICA",2010,129288
"SPAIN",2010,73878
"SRI LANKA",2010,3617
"ST. KITTS-NEVIS",2010,60
"ST. PIERRE & MIQUELON",2010,19
"ST. VINCENT & THE GRENADINES",2010,60
"SUDAN",2010,4347
"SURINAME",2010,655
"SWAZILAND",2010,283
"SWEDEN",2010,14187
"SWITZERLAND",2010,10634
"SYRIAN ARAB REPUBLIC",2010,16800
"TAIWAN",2010,73629
"TAJIKISTAN",2010,694
"THAILAND",2010,76882
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2010,64
"TOGO",2010,720
"TONGA",2010,32
"TRINIDAD AND TOBAGO",2010,13072
"TUNISIA",2010,7543
"TURKEY",2010,81266
"TURKMENISTAN",2010,15623
"TURKS AND CAICOS ISLANDS",2010,52
"TUVALU",2010,2
"UGANDA",2010,1069
"UKRAINE",2010,83077
"UNITED ARAB EMIRATES",2010,43854
